CHROM	POS	GENE
chr16	3729374	CREBBP
chr16	3729375	CREBBP
chr16	3729376	CREBBP
chr16	3729377	CREBBP
chr16	3729378	CREBBP
chr16	3729379	CREBBP
chr16	3729380	CREBBP
chr16	3729381	CREBBP
chr16	3729382	CREBBP
chr16	3729383	CREBBP
chr16	3729384	CREBBP
chr16	3729385	CREBBP
chr16	3729386	CREBBP
chr16	3729387	CREBBP
chr16	3729388	CREBBP
chr16	3729389	CREBBP
chr16	3729390	CREBBP
chr16	3729391	CREBBP
chr16	3729392	CREBBP
chr16	3729393	CREBBP
chr16	3729394	CREBBP
chr16	3729395	CREBBP
chr16	3729396	CREBBP
chr16	3729397	CREBBP
chr16	3729398	CREBBP
chr16	3729399	CREBBP
chr16	3729400	CREBBP
chr16	3729401	CREBBP
chr16	3729402	CREBBP
chr16	3729403	CREBBP
chr16	3729404	CREBBP
chr16	3729405	CREBBP
chr16	3729406	CREBBP
chr16	3729407	CREBBP
chr16	3729408	CREBBP
chr16	3729409	CREBBP
chr16	3729410	CREBBP
chr16	3729411	CREBBP
chr16	3729412	CREBBP
chr16	3729413	CREBBP
chr16	3729414	CREBBP
chr16	3729415	CREBBP
chr16	3729416	CREBBP
chr16	3729417	CREBBP
chr16	3729418	CREBBP
chr16	3729419	CREBBP
chr16	3729420	CREBBP
chr16	3729421	CREBBP
chr16	3729422	CREBBP
chr16	3729423	CREBBP
chr16	3729424	CREBBP
chr16	3729425	CREBBP
chr16	3729426	CREBBP
chr16	3729427	CREBBP
chr16	3729428	CREBBP
chr16	3729429	CREBBP
chr16	3729430	CREBBP
chr16	3729431	CREBBP
chr16	3729432	CREBBP
chr16	3729433	CREBBP
chr16	3729434	CREBBP
chr16	3729435	CREBBP
chr16	3729436	CREBBP
chr16	3729437	CREBBP
chr16	3729438	CREBBP
chr16	3729439	CREBBP
chr16	3729440	CREBBP
chr16	3729441	CREBBP
chr16	3729442	CREBBP
chr16	3729443	CREBBP
chr16	3729444	CREBBP
chr16	3729445	CREBBP
chr16	3729446	CREBBP
chr16	3729447	CREBBP
chr16	3729448	CREBBP
chr16	3729449	CREBBP
chr16	3729450	CREBBP
chr16	3729451	CREBBP
chr16	3729452	CREBBP
chr16	3729453	CREBBP
chr16	3729454	CREBBP
chr16	3729455	CREBBP
chr16	3729456	CREBBP
chr16	3729457	CREBBP
chr16	3729458	CREBBP
chr16	3729459	CREBBP
chr16	3729460	CREBBP
chr16	3729461	CREBBP
chr16	3729462	CREBBP
chr16	3729463	CREBBP
chr16	3729464	CREBBP
chr16	3729465	CREBBP
chr16	3729466	CREBBP
chr16	3729467	CREBBP
chr16	3729468	CREBBP
chr16	3729469	CREBBP
chr16	3729470	CREBBP
chr16	3729471	CREBBP
chr16	3729472	CREBBP
chr16	3729473	CREBBP
chr16	3729474	CREBBP
chr16	3729475	CREBBP
chr16	3729476	CREBBP
chr16	3729477	CREBBP
chr16	3729478	CREBBP
chr16	3729479	CREBBP
chr16	3729480	CREBBP
chr16	3729481	CREBBP
chr16	3729482	CREBBP
chr16	3729483	CREBBP
chr16	3729484	CREBBP
chr16	3729485	CREBBP
chr16	3729486	CREBBP
chr16	3729487	CREBBP
chr16	3729488	CREBBP
chr16	3729489	CREBBP
chr16	3729490	CREBBP
chr16	3729491	CREBBP
chr16	3729492	CREBBP
chr16	3729493	CREBBP
chr16	3729494	CREBBP
chr16	3729495	CREBBP
chr16	3729496	CREBBP
chr16	3729497	CREBBP
chr16	3729498	CREBBP
chr16	3729499	CREBBP
chr16	3729500	CREBBP
chr16	3729501	CREBBP
chr16	3729502	CREBBP
chr16	3729503	CREBBP
chr16	3729504	CREBBP
chr16	3729505	CREBBP
chr16	3729506	CREBBP
chr16	3729507	CREBBP
chr16	3729508	CREBBP
chr16	3729509	CREBBP
chr16	3729510	CREBBP
chr16	3729511	CREBBP
chr16	3729512	CREBBP
chr16	3729513	CREBBP
chr16	3729514	CREBBP
chr16	3729515	CREBBP
chr16	3729516	CREBBP
chr16	3729517	CREBBP
chr16	3729518	CREBBP
chr16	3729519	CREBBP
chr16	3729520	CREBBP
chr16	3729521	CREBBP
chr16	3729522	CREBBP
chr16	3729523	CREBBP
chr16	3729524	CREBBP
chr16	3729525	CREBBP
chr16	3729526	CREBBP
chr16	3729527	CREBBP
chr16	3729528	CREBBP
chr16	3729529	CREBBP
chr16	3729530	CREBBP
chr16	3729531	CREBBP
chr16	3729532	CREBBP
chr16	3729533	CREBBP
chr16	3729534	CREBBP
chr16	3729535	CREBBP
chr16	3729536	CREBBP
chr16	3729537	CREBBP
chr16	3729538	CREBBP
chr16	3729539	CREBBP
chr16	3729540	CREBBP
chr16	3729541	CREBBP
chr16	3729542	CREBBP
chr16	3729543	CREBBP
chr16	3729544	CREBBP
chr16	3729545	CREBBP
chr16	3729546	CREBBP
chr16	3729547	CREBBP
chr16	3729548	CREBBP
chr16	3729549	CREBBP
chr16	3729550	CREBBP
chr16	3729551	CREBBP
chr16	3729552	CREBBP
chr16	3729553	CREBBP
chr16	3729554	CREBBP
chr16	3729555	CREBBP
chr16	3729556	CREBBP
chr16	3729557	CREBBP
chr16	3729558	CREBBP
chr16	3729559	CREBBP
chr16	3729560	CREBBP
chr16	3729561	CREBBP
chr16	3729562	CREBBP
chr16	3729563	CREBBP
chr16	3729564	CREBBP
chr16	3729565	CREBBP
chr16	3729566	CREBBP
chr16	3729567	CREBBP
chr16	3729568	CREBBP
chr16	3729569	CREBBP
chr16	3729570	CREBBP
chr16	3729571	CREBBP
chr16	3729572	CREBBP
chr16	3729573	CREBBP
chr16	3729574	CREBBP
chr16	3729575	CREBBP
chr16	3729576	CREBBP
chr16	3729577	CREBBP
chr16	3729578	CREBBP
chr16	3729579	CREBBP
chr16	3729580	CREBBP
chr16	3729581	CREBBP
chr16	3729582	CREBBP
chr16	3729583	CREBBP
chr16	3729584	CREBBP
chr16	3729585	CREBBP
chr16	3729586	CREBBP
chr16	3729587	CREBBP
chr16	3729588	CREBBP
chr16	3729589	CREBBP
chr16	3729590	CREBBP
chr16	3729591	CREBBP
chr16	3729592	CREBBP
chr16	3729593	CREBBP
chr16	3729594	CREBBP
chr16	3729595	CREBBP
chr16	3729596	CREBBP
chr16	3729597	CREBBP
chr16	3729598	CREBBP
chr16	3729599	CREBBP
chr16	3729600	CREBBP
chr16	3729601	CREBBP
chr16	3729602	CREBBP
chr16	3729603	CREBBP
chr16	3729604	CREBBP
chr16	3729605	CREBBP
chr16	3729606	CREBBP
chr16	3729607	CREBBP
chr16	3729608	CREBBP
chr16	3729609	CREBBP
chr16	3729610	CREBBP
chr16	3729611	CREBBP
chr16	3729612	CREBBP
chr16	3729613	CREBBP
chr16	3729614	CREBBP
chr16	3729615	CREBBP
chr16	3729616	CREBBP
chr16	3729617	CREBBP
chr16	3729618	CREBBP
chr16	3729619	CREBBP
chr16	3729620	CREBBP
chr16	3729621	CREBBP
chr16	3729622	CREBBP
chr16	3729623	CREBBP
chr16	3729624	CREBBP
chr16	3729625	CREBBP
chr16	3729626	CREBBP
chr16	3729627	CREBBP
chr16	3729628	CREBBP
chr16	3729629	CREBBP
chr16	3729630	CREBBP
chr16	3729631	CREBBP
chr16	3729632	CREBBP
chr16	3729633	CREBBP
chr16	3729634	CREBBP
chr16	3729635	CREBBP
chr16	3729636	CREBBP
chr16	3729637	CREBBP
chr16	3729638	CREBBP
chr16	3729639	CREBBP
chr16	3729640	CREBBP
chr16	3729641	CREBBP
chr16	3729642	CREBBP
chr16	3729643	CREBBP
chr16	3729644	CREBBP
chr16	3729645	CREBBP
chr16	3729646	CREBBP
chr16	3729647	CREBBP
chr16	3729648	CREBBP
chr16	3729649	CREBBP
chr16	3729650	CREBBP
chr16	3729651	CREBBP
chr16	3729652	CREBBP
chr16	3729653	CREBBP
chr16	3729654	CREBBP
chr16	3729655	CREBBP
chr16	3729656	CREBBP
chr16	3729657	CREBBP
chr16	3729658	CREBBP
chr16	3729659	CREBBP
chr16	3729660	CREBBP
chr16	3729661	CREBBP
chr16	3729662	CREBBP
chr16	3729663	CREBBP
chr16	3729664	CREBBP
chr16	3729665	CREBBP
chr16	3729666	CREBBP
chr16	3729667	CREBBP
chr16	3729668	CREBBP
chr16	3729669	CREBBP
chr16	3729670	CREBBP
chr16	3729671	CREBBP
chr16	3729672	CREBBP
chr16	3729673	CREBBP
chr16	3729674	CREBBP
chr16	3729675	CREBBP
chr16	3729676	CREBBP
chr16	3729677	CREBBP
chr16	3729678	CREBBP
chr16	3729679	CREBBP
chr16	3729680	CREBBP
chr16	3729681	CREBBP
chr16	3729682	CREBBP
chr16	3729683	CREBBP
chr16	3729684	CREBBP
chr16	3729685	CREBBP
chr16	3729686	CREBBP
chr16	3729687	CREBBP
chr16	3729688	CREBBP
chr16	3729689	CREBBP
chr16	3729690	CREBBP
chr16	3729691	CREBBP
chr16	3729692	CREBBP
chr16	3729693	CREBBP
chr16	3729694	CREBBP
chr16	3729695	CREBBP
chr16	3729696	CREBBP
chr16	3729697	CREBBP
chr16	3729698	CREBBP
chr16	3729699	CREBBP
chr16	3729700	CREBBP
chr16	3729701	CREBBP
chr16	3729702	CREBBP
chr16	3729703	CREBBP
chr16	3729704	CREBBP
chr16	3729705	CREBBP
chr16	3729706	CREBBP
chr16	3729707	CREBBP
chr16	3729708	CREBBP
chr16	3729709	CREBBP
chr16	3729710	CREBBP
chr16	3729711	CREBBP
chr16	3729712	CREBBP
chr16	3729713	CREBBP
chr16	3729714	CREBBP
chr16	3729715	CREBBP
chr16	3729716	CREBBP
chr16	3729717	CREBBP
chr16	3729718	CREBBP
chr16	3729719	CREBBP
chr16	3729720	CREBBP
chr16	3729721	CREBBP
chr16	3729722	CREBBP
chr16	3729723	CREBBP
chr16	3729724	CREBBP
chr16	3729725	CREBBP
chr16	3729726	CREBBP
chr16	3729727	CREBBP
chr16	3729728	CREBBP
chr16	3729729	CREBBP
chr16	3729730	CREBBP
chr16	3729731	CREBBP
chr16	3729732	CREBBP
chr16	3729733	CREBBP
chr16	3729734	CREBBP
chr16	3729735	CREBBP
chr16	3729736	CREBBP
chr16	3729737	CREBBP
chr16	3729738	CREBBP
chr16	3729739	CREBBP
chr16	3729740	CREBBP
chr16	3729741	CREBBP
chr16	3729742	CREBBP
chr16	3729743	CREBBP
chr16	3729744	CREBBP
chr16	3729745	CREBBP
chr16	3729746	CREBBP
chr16	3729747	CREBBP
chr16	3729748	CREBBP
chr16	3729749	CREBBP
chr16	3729750	CREBBP
chr16	3729751	CREBBP
chr16	3729752	CREBBP
chr16	3729753	CREBBP
chr16	3729754	CREBBP
chr16	3729755	CREBBP
chr16	3729756	CREBBP
chr16	3729757	CREBBP
chr16	3729758	CREBBP
chr16	3729759	CREBBP
chr16	3729760	CREBBP
chr16	3729761	CREBBP
chr16	3729762	CREBBP
chr16	3729763	CREBBP
chr16	3729764	CREBBP
chr16	3729765	CREBBP
chr16	3729766	CREBBP
chr16	3729767	CREBBP
chr16	3729768	CREBBP
chr16	3729769	CREBBP
chr16	3729770	CREBBP
chr16	3729771	CREBBP
chr16	3729772	CREBBP
chr16	3729773	CREBBP
chr16	3729774	CREBBP
chr16	3729775	CREBBP
chr16	3729776	CREBBP
chr16	3729777	CREBBP
chr16	3729778	CREBBP
chr16	3729779	CREBBP
chr16	3729780	CREBBP
chr16	3729781	CREBBP
chr16	3729782	CREBBP
chr16	3729783	CREBBP
chr16	3729784	CREBBP
chr16	3729785	CREBBP
chr16	3729786	CREBBP
chr16	3729787	CREBBP
chr16	3729788	CREBBP
chr16	3729789	CREBBP
chr16	3729790	CREBBP
chr16	3729791	CREBBP
chr16	3729792	CREBBP
chr16	3729793	CREBBP
chr16	3729794	CREBBP
chr16	3729795	CREBBP
chr16	3729796	CREBBP
chr16	3729797	CREBBP
chr16	3729798	CREBBP
chr16	3729799	CREBBP
chr16	3729800	CREBBP
chr16	3729801	CREBBP
chr16	3729802	CREBBP
chr16	3729803	CREBBP
chr16	3729804	CREBBP
chr16	3729805	CREBBP
chr16	3729806	CREBBP
chr16	3729807	CREBBP
chr16	3729808	CREBBP
chr16	3729809	CREBBP
chr16	3729810	CREBBP
chr16	3729811	CREBBP
chr16	3729812	CREBBP
chr16	3729813	CREBBP
chr16	3729814	CREBBP
chr16	3729815	CREBBP
chr16	3729816	CREBBP
chr16	3729817	CREBBP
chr16	3729818	CREBBP
chr16	3729819	CREBBP
chr16	3729820	CREBBP
chr16	3729821	CREBBP
chr16	3729822	CREBBP
chr16	3729823	CREBBP
chr16	3729824	CREBBP
chr16	3729825	CREBBP
chr16	3729826	CREBBP
chr16	3729827	CREBBP
chr16	3729828	CREBBP
chr16	3729829	CREBBP
chr16	3729830	CREBBP
chr16	3729831	CREBBP
chr16	3729832	CREBBP
chr16	3729833	CREBBP
chr16	3729834	CREBBP
chr16	3729835	CREBBP
chr16	3729836	CREBBP
chr16	3729837	CREBBP
chr16	3729838	CREBBP
chr16	3729839	CREBBP
chr16	3729840	CREBBP
chr16	3729841	CREBBP
chr16	3729842	CREBBP
chr16	3729843	CREBBP
chr16	3729844	CREBBP
chr16	3729845	CREBBP
chr16	3729846	CREBBP
chr16	3729847	CREBBP
chr16	3729848	CREBBP
chr16	3729849	CREBBP
chr16	3729850	CREBBP
chr16	3729851	CREBBP
chr16	3729852	CREBBP
chr16	3729853	CREBBP
chr16	3729854	CREBBP
chr16	3729855	CREBBP
chr16	3729856	CREBBP
chr16	3729857	CREBBP
chr16	3729858	CREBBP
chr16	3729859	CREBBP
chr16	3729860	CREBBP
chr16	3729861	CREBBP
chr16	3729862	CREBBP
chr16	3729863	CREBBP
chr16	3729864	CREBBP
chr16	3729865	CREBBP
chr16	3729866	CREBBP
chr16	3729867	CREBBP
chr16	3729868	CREBBP
chr16	3729869	CREBBP
chr16	3729870	CREBBP
chr16	3729871	CREBBP
chr16	3729872	CREBBP
chr16	3729873	CREBBP
chr16	3729874	CREBBP
chr16	3729875	CREBBP
chr16	3729876	CREBBP
chr16	3729877	CREBBP
chr16	3729878	CREBBP
chr16	3729879	CREBBP
chr16	3729880	CREBBP
chr16	3729881	CREBBP
chr16	3729882	CREBBP
chr16	3729883	CREBBP
chr16	3729884	CREBBP
chr16	3729885	CREBBP
chr16	3729886	CREBBP
chr16	3729887	CREBBP
chr16	3729888	CREBBP
chr16	3729889	CREBBP
chr16	3729890	CREBBP
chr16	3729891	CREBBP
chr16	3731184	CREBBP
chr16	3731185	CREBBP
chr16	3731186	CREBBP
chr16	3731187	CREBBP
chr16	3731188	CREBBP
chr16	3731189	CREBBP
chr16	3731190	CREBBP
chr16	3731191	CREBBP
chr16	3731192	CREBBP
chr16	3731193	CREBBP
chr16	3731194	CREBBP
chr16	3731195	CREBBP
chr16	3731196	CREBBP
chr16	3731197	CREBBP
chr16	3731198	CREBBP
chr16	3731199	CREBBP
chr16	3731200	CREBBP
chr16	3731201	CREBBP
chr16	3731202	CREBBP
chr16	3731203	CREBBP
chr16	3731204	CREBBP
chr16	3731205	CREBBP
chr16	3731206	CREBBP
chr16	3731207	CREBBP
chr16	3731208	CREBBP
chr16	3731209	CREBBP
chr16	3731210	CREBBP
chr16	3731211	CREBBP
chr16	3731212	CREBBP
chr16	3731213	CREBBP
chr16	3731214	CREBBP
chr16	3731215	CREBBP
chr16	3731216	CREBBP
chr16	3731217	CREBBP
chr16	3731218	CREBBP
chr16	3731219	CREBBP
chr16	3731220	CREBBP
chr16	3731221	CREBBP
chr16	3731222	CREBBP
chr16	3731223	CREBBP
chr16	3731224	CREBBP
chr16	3731225	CREBBP
chr16	3731226	CREBBP
chr16	3731227	CREBBP
chr16	3731228	CREBBP
chr16	3731229	CREBBP
chr16	3731230	CREBBP
chr16	3731231	CREBBP
chr16	3731232	CREBBP
chr16	3731233	CREBBP
chr16	3731234	CREBBP
chr16	3731235	CREBBP
chr16	3731236	CREBBP
chr16	3731237	CREBBP
chr16	3731238	CREBBP
chr16	3731239	CREBBP
chr16	3731240	CREBBP
chr16	3731241	CREBBP
chr16	3731242	CREBBP
chr16	3731243	CREBBP
chr16	3731244	CREBBP
chr16	3731245	CREBBP
chr16	3731246	CREBBP
chr16	3731247	CREBBP
chr16	3731248	CREBBP
chr16	3731249	CREBBP
chr16	3731250	CREBBP
chr16	3731251	CREBBP
chr16	3731252	CREBBP
chr16	3731253	CREBBP
chr16	3731254	CREBBP
chr16	3731255	CREBBP
chr16	3731256	CREBBP
chr16	3731257	CREBBP
chr16	3731258	CREBBP
chr16	3731259	CREBBP
chr16	3731260	CREBBP
chr16	3731261	CREBBP
chr16	3731262	CREBBP
chr16	3731263	CREBBP
chr16	3731264	CREBBP
chr16	3731265	CREBBP
chr16	3731266	CREBBP
chr16	3731267	CREBBP
chr16	3731268	CREBBP
chr16	3731269	CREBBP
chr16	3731270	CREBBP
chr16	3731271	CREBBP
chr16	3731272	CREBBP
chr16	3731273	CREBBP
chr16	3731274	CREBBP
chr16	3731275	CREBBP
chr16	3731276	CREBBP
chr16	3731277	CREBBP
chr16	3731278	CREBBP
chr16	3731279	CREBBP
chr16	3731280	CREBBP
chr16	3731281	CREBBP
chr16	3731282	CREBBP
chr16	3731283	CREBBP
chr16	3731284	CREBBP
chr16	3731285	CREBBP
chr16	3731286	CREBBP
chr16	3731287	CREBBP
chr16	3731288	CREBBP
chr16	3731289	CREBBP
chr16	3731290	CREBBP
chr16	3731291	CREBBP
chr16	3731292	CREBBP
chr16	3731293	CREBBP
chr16	3731294	CREBBP
chr16	3731295	CREBBP
chr16	3731296	CREBBP
chr16	3731297	CREBBP
chr16	3731298	CREBBP
chr16	3731299	CREBBP
chr16	3731300	CREBBP
chr16	3731301	CREBBP
chr16	3731302	CREBBP
chr16	3731303	CREBBP
chr16	3731304	CREBBP
chr16	3731305	CREBBP
chr16	3731306	CREBBP
chr16	3731307	CREBBP
chr16	3731308	CREBBP
chr16	3731309	CREBBP
chr16	3731310	CREBBP
chr16	3731311	CREBBP
chr16	3731312	CREBBP
chr16	3731313	CREBBP
chr16	3731314	CREBBP
chr16	3731315	CREBBP
chr16	3731316	CREBBP
chr16	3731317	CREBBP
chr16	3731318	CREBBP
chr16	3731319	CREBBP
chr16	3731320	CREBBP
chr16	3731321	CREBBP
chr16	3731322	CREBBP
chr16	3731323	CREBBP
chr16	3731324	CREBBP
chr16	3731325	CREBBP
chr16	3731326	CREBBP
chr16	3731327	CREBBP
chr16	3731328	CREBBP
chr16	3731329	CREBBP
chr16	3731330	CREBBP
chr16	3731331	CREBBP
chr16	3731332	CREBBP
chr16	3731333	CREBBP
chr16	3731334	CREBBP
chr16	3731335	CREBBP
chr16	3731336	CREBBP
chr16	3731337	CREBBP
chr16	3731338	CREBBP
chr16	3731339	CREBBP
chr16	3731340	CREBBP
chr16	3731341	CREBBP
chr16	3731342	CREBBP
chr16	3731343	CREBBP
chr16	3731344	CREBBP
chr16	3731345	CREBBP
chr16	3731346	CREBBP
chr16	3731347	CREBBP
chr16	3731348	CREBBP
chr16	3731349	CREBBP
chr16	3731350	CREBBP
chr16	3731351	CREBBP
chr16	3731352	CREBBP
chr16	3731353	CREBBP
chr16	3731354	CREBBP
chr16	3731355	CREBBP
chr16	3731356	CREBBP
chr16	3731357	CREBBP
chr16	3731358	CREBBP
chr16	3731359	CREBBP
chr16	3731360	CREBBP
chr16	3731361	CREBBP
chr16	3731362	CREBBP
chr16	3731363	CREBBP
chr16	3731364	CREBBP
chr16	3731365	CREBBP
chr16	3731366	CREBBP
chr16	3731367	CREBBP
chr16	3731368	CREBBP
chr16	3731369	CREBBP
chr16	3731370	CREBBP
chr16	3731371	CREBBP
chr16	3731372	CREBBP
chr16	3731373	CREBBP
chr16	3731374	CREBBP
chr16	3731375	CREBBP
chr16	3731376	CREBBP
chr16	3731377	CREBBP
chr16	3731378	CREBBP
chr16	3731379	CREBBP
chr16	3731380	CREBBP
chr16	3731381	CREBBP
chr16	3731382	CREBBP
chr16	3731383	CREBBP
chr16	3731384	CREBBP
chr16	3731385	CREBBP
chr16	3731386	CREBBP
chr16	3731387	CREBBP
chr16	3731388	CREBBP
chr16	3731389	CREBBP
chr16	3731390	CREBBP
chr16	3731391	CREBBP
chr16	3731392	CREBBP
chr16	3731393	CREBBP
chr16	3731394	CREBBP
chr16	3731395	CREBBP
chr16	3731396	CREBBP
chr16	3731397	CREBBP
chr16	3731398	CREBBP
chr16	3731399	CREBBP
chr16	3731400	CREBBP
chr16	3731401	CREBBP
chr16	3731402	CREBBP
chr16	3731403	CREBBP
chr16	3731404	CREBBP
chr16	3731405	CREBBP
chr16	3731406	CREBBP
chr16	3731407	CREBBP
chr16	3731408	CREBBP
chr16	3731409	CREBBP
chr16	3731410	CREBBP
chr16	3731411	CREBBP
chr16	3731412	CREBBP
chr16	3731413	CREBBP
chr16	3731414	CREBBP
chr16	3731415	CREBBP
chr16	3731416	CREBBP
chr16	3731417	CREBBP
chr16	3731418	CREBBP
chr16	3731419	CREBBP
chr16	3731420	CREBBP
chr16	3731421	CREBBP
chr16	3731422	CREBBP
chr16	3731423	CREBBP
chr16	3731424	CREBBP
chr16	3731425	CREBBP
chr16	3731426	CREBBP
chr16	3731427	CREBBP
chr16	3731428	CREBBP
chr16	3731429	CREBBP
chr16	3731430	CREBBP
chr16	3731431	CREBBP
chr16	3731432	CREBBP
chr16	3731433	CREBBP
chr16	3731434	CREBBP
chr16	3731435	CREBBP
chr16	3731436	CREBBP
chr16	3731437	CREBBP
chr16	3731438	CREBBP
chr16	3731439	CREBBP
chr16	3731440	CREBBP
chr16	3731441	CREBBP
chr16	3731442	CREBBP
chr16	3731443	CREBBP
chr16	3731444	CREBBP
chr16	3731445	CREBBP
chr16	3731446	CREBBP
chr16	3731447	CREBBP
chr16	3731448	CREBBP
chr16	3731449	CREBBP
chr16	3731450	CREBBP
chr16	3731451	CREBBP
chr16	3731452	CREBBP
chr16	3731453	CREBBP
chr16	3731454	CREBBP
chr16	3731455	CREBBP
chr16	3731456	CREBBP
chr16	3731457	CREBBP
chr16	3731458	CREBBP
chr16	3731459	CREBBP
chr16	3731460	CREBBP
chr16	3731461	CREBBP
chr16	3731462	CREBBP
chr16	3731463	CREBBP
chr16	3731464	CREBBP
chr16	3731465	CREBBP
chr16	3731466	CREBBP
chr16	3731467	CREBBP
chr16	3731468	CREBBP
chr16	3731469	CREBBP
chr16	3731470	CREBBP
chr16	3731471	CREBBP
chr16	3731472	CREBBP
chr16	3731473	CREBBP
chr16	3731474	CREBBP
chr16	3731475	CREBBP
chr16	3731476	CREBBP
chr16	3731477	CREBBP
chr16	3731478	CREBBP
chr16	3731479	CREBBP
chr16	3731480	CREBBP
chr16	3731481	CREBBP
chr16	3731482	CREBBP
chr16	3731483	CREBBP
chr16	3731484	CREBBP
chr16	3731485	CREBBP
chr16	3731486	CREBBP
chr16	3731487	CREBBP
chr16	3731488	CREBBP
chr16	3731489	CREBBP
chr16	3731490	CREBBP
chr16	3731768	CREBBP
chr16	3731769	CREBBP
chr16	3731770	CREBBP
chr16	3731771	CREBBP
chr16	3731772	CREBBP
chr16	3731773	CREBBP
chr16	3731774	CREBBP
chr16	3731775	CREBBP
chr16	3731776	CREBBP
chr16	3731777	CREBBP
chr16	3731778	CREBBP
chr16	3731779	CREBBP
chr16	3731780	CREBBP
chr16	3731781	CREBBP
chr16	3731782	CREBBP
chr16	3731783	CREBBP
chr16	3731784	CREBBP
chr16	3731785	CREBBP
chr16	3731786	CREBBP
chr16	3731787	CREBBP
chr16	3731788	CREBBP
chr16	3731789	CREBBP
chr16	3731790	CREBBP
chr16	3731791	CREBBP
chr16	3731792	CREBBP
chr16	3731793	CREBBP
chr16	3731794	CREBBP
chr16	3731795	CREBBP
chr16	3731796	CREBBP
chr16	3731797	CREBBP
chr16	3731798	CREBBP
chr16	3731799	CREBBP
chr16	3731800	CREBBP
chr16	3731801	CREBBP
chr16	3731802	CREBBP
chr16	3731803	CREBBP
chr16	3731804	CREBBP
chr16	3731805	CREBBP
chr16	3731806	CREBBP
chr16	3731807	CREBBP
chr16	3731808	CREBBP
chr16	3731809	CREBBP
chr16	3731810	CREBBP
chr16	3731811	CREBBP
chr16	3731812	CREBBP
chr16	3731813	CREBBP
chr16	3731814	CREBBP
chr16	3731815	CREBBP
chr16	3731816	CREBBP
chr16	3731817	CREBBP
chr16	3731818	CREBBP
chr16	3731819	CREBBP
chr16	3731820	CREBBP
chr16	3731821	CREBBP
chr16	3731822	CREBBP
chr16	3731823	CREBBP
chr16	3731824	CREBBP
chr16	3731825	CREBBP
chr16	3731826	CREBBP
chr16	3731827	CREBBP
chr16	3731828	CREBBP
chr16	3731829	CREBBP
chr16	3731830	CREBBP
chr16	3731831	CREBBP
chr16	3731832	CREBBP
chr16	3731833	CREBBP
chr16	3731834	CREBBP
chr16	3731835	CREBBP
chr16	3731836	CREBBP
chr16	3731837	CREBBP
chr16	3731838	CREBBP
chr16	3731839	CREBBP
chr16	3731840	CREBBP
chr16	3731841	CREBBP
chr16	3731842	CREBBP
chr16	3731843	CREBBP
chr16	3731844	CREBBP
chr16	3731845	CREBBP
chr16	3731846	CREBBP
chr16	3731847	CREBBP
chr16	3731848	CREBBP
chr16	3731849	CREBBP
chr16	3731850	CREBBP
chr16	3731851	CREBBP
chr16	3731852	CREBBP
chr16	3731853	CREBBP
chr16	3731854	CREBBP
chr16	3731855	CREBBP
chr16	3731856	CREBBP
chr16	3731857	CREBBP
chr16	3731858	CREBBP
chr16	3731859	CREBBP
chr16	3731860	CREBBP
chr16	3731861	CREBBP
chr16	3731862	CREBBP
chr16	3731863	CREBBP
chr16	3731864	CREBBP
chr16	3731865	CREBBP
chr16	3731866	CREBBP
chr16	3731867	CREBBP
chr16	3731868	CREBBP
chr16	3731869	CREBBP
chr16	3731870	CREBBP
chr16	3731871	CREBBP
chr16	3731872	CREBBP
chr16	3731873	CREBBP
chr16	3731874	CREBBP
chr16	3731875	CREBBP
chr16	3731876	CREBBP
chr16	3731877	CREBBP
chr16	3731878	CREBBP
chr16	3731879	CREBBP
chr16	3731880	CREBBP
chr16	3731881	CREBBP
chr16	3731882	CREBBP
chr16	3731883	CREBBP
chr16	3731884	CREBBP
chr16	3731885	CREBBP
chr16	3731886	CREBBP
chr16	3731887	CREBBP
chr16	3731888	CREBBP
chr16	3731889	CREBBP
chr16	3731890	CREBBP
chr16	3731891	CREBBP
chr16	3731892	CREBBP
chr16	3731893	CREBBP
chr16	3731894	CREBBP
chr16	3731895	CREBBP
chr16	3731896	CREBBP
chr16	3731897	CREBBP
chr16	3731898	CREBBP
chr16	3731899	CREBBP
chr16	3731900	CREBBP
chr16	3731901	CREBBP
chr16	3731902	CREBBP
chr16	3731903	CREBBP
chr16	3731904	CREBBP
chr16	3731905	CREBBP
chr16	3731906	CREBBP
chr16	3731907	CREBBP
chr16	3731908	CREBBP
chr16	3731909	CREBBP
chr16	3731910	CREBBP
chr16	3731911	CREBBP
chr16	3731912	CREBBP
chr16	3731913	CREBBP
chr16	3731914	CREBBP
chr16	3731915	CREBBP
chr16	3731916	CREBBP
chr16	3731917	CREBBP
chr16	3731918	CREBBP
chr16	3731919	CREBBP
chr16	3731920	CREBBP
chr16	3731921	CREBBP
chr16	3731922	CREBBP
chr16	3731923	CREBBP
chr16	3731924	CREBBP
chr16	3731925	CREBBP
chr16	3731926	CREBBP
chr16	3731927	CREBBP
chr16	3731928	CREBBP
chr16	3731929	CREBBP
chr16	3731930	CREBBP
chr16	3731931	CREBBP
chr16	3731932	CREBBP
chr16	3731933	CREBBP
chr16	3731934	CREBBP
chr16	3731935	CREBBP
chr16	3731936	CREBBP
chr16	3731937	CREBBP
chr16	3731938	CREBBP
chr16	3731939	CREBBP
chr16	3731940	CREBBP
chr16	3731941	CREBBP
